,Fe57_mean,Fe57_2SE,Pb204_mean,Pb204_2SE,Pb206_mean,Pb206_2SE,Pb207_mean,Pb207_2SE,Pb208_mean,Pb208_2SE,Th232_mean,Th232_2SE,U238_mean,U238_2SE,TotalBeam_mean,TotalBeam_2SE,BeamSeconds_mean,BeamSeconds_2SE,Mask_mean,Mask_2SE,Fe57_CPS_mean,Fe57_CPS_2SE,Pb204_CPS_mean,Pb204_CPS_2SE,Pb206_CPS_mean,Pb206_CPS_2SE,Pb207_CPS_mean,Pb207_CPS_2SE,Pb208_CPS_mean,Pb208_CPS_2SE,Th232_CPS_mean,Th232_CPS_2SE,U238_CPS_mean,U238_CPS_2SE,TotalBeam_CPS_mean,TotalBeam_CPS_2SE,Pb206/U238_mean,Pb206/U238_2SE,Pb206/U238 age_mean,Pb206/U238 age_2SE,Pb207/U235_mean,Pb207/U235_2SE,Pb207/U235 age_mean,Pb207/U235 age_2SE,Pb208/Th232_mean,Pb208/Th232_2SE,Pb208/Th232 age_mean,Pb208/Th232 age_2SE,DC Pb206/U238_mean,DC Pb206/U238_2SE,DC Pb206/U238_prop2SE,DC Pb206/U238 age_mean,DC Pb206/U238 age_2SE,DC Pb207/U235_mean,DC Pb207/U235_2SE,DC Pb207/U235_prop2SE,DC Pb207/U235 age_mean,DC Pb207/U235 age_2SE,DC Pb208/Th232_mean,DC Pb208/Th232_2SE,DC Pb208/Th232 age_mean,DC Pb208/Th232 age_2SE,DC Pb207/Pb206_mean,DC Pb207/Pb206_2SE,DC Pb207/Pb206_prop2SE,DC Pb207/Pb206 age_mean,DC Pb207/Pb206 age_2SE,DC U238/Pb206_mean,DC U238/Pb206_2SE,Raw U/Th_mean,Raw U/Th_2SE,Final Pb206/U238_mean,Final Pb206/U238_2SE,Final Pb206/U238_prop2SE,Final Pb206/U238 age_mean,Final Pb206/U238 age_2SE,Final Pb206/U238 age_prop2SE,Final Pb207/U235_mean,Final Pb207/U235_2SE,Final Pb207/U235_prop2SE,Final Pb207/U235 age_mean,Final Pb207/U235 age_2SE,Final Pb207/U235 age_prop2SE,Final Pb207/Pb206_mean,Final Pb207/Pb206_2SE,Final Pb207/Pb206_prop2SE,Final Pb207/Pb206 age_mean,Final Pb207/Pb206 age_2SE,Final Pb207/Pb206 age_prop2SE,Final U238/Pb206_mean,Final U238/Pb206_2SE,Final U238/Pb206_prop2SE,rho 207Pb/206Pb v 238U/206Pb,rho 206Pb/238U v 207Pb/235U
/E:/Boulder Postdoc/LA ICP MS/2023_11_14_AnthonyFuentes_hematite_upb_day2.b/LaserLog_23-11-14_12-38-36.csv,38:37.0,00:56.1,16:55.9,HFO-78;MP111_1-31;JK_21_G_Band-46;MP111_4-10;JK_21_G_Band-47;JK_21_G_Band-48;JK_21_G_Band-49;JK_21_G_Band-50;JK_21_G_Band-51;JK_21_G_Band-52;JK_21_G_Band-53;JK_21_G_Band-54;MP111_1-32;JK_21_G_Band-55;JK_21_G_Band-56;HFO-10;MP111_4-11;JK_21_G_Band-57;JK_21_G_Band-58;JK_21_G_Band-59;HFO-19;HFO-20;HFO-21;MP111_1-33;RAK-8;91500-13;91500-14;NIST 610-8;MP111_4-12;JK_21_G_Band-60;JK_21_G_Vein-1;JK_21_G_Vein-2;JK_21_G_Vein-3;JK_21_G_Vein-4;MP111_4-2;JK_21_G_Vein-5;JK_21_G_Vein-6;JK_21_G_Vein-7;JK_21_G_Vein-8;JK_21_G_Vein-9;MP111_4-13;JK_21_G_Vein-10;JK_21_G_Vein-11;JK_21_G_Vein-12;JK_21_G_Vein-13;MP111_1-34;JK_21_G_Vein-14;JK_21_G_Vein-15;JK_21_G_Vein-16;JK_21_G_Vein-17;JK_21_G_Vein-18;HFO-22;MP111_4-14;HFO-23;HFO-24;RAK-9;NIST 610-7;91500-15;91500-16;NIST 610-9;JK_21_G_Vein-19;JK_21_G_Vein-20;JK_21_G_Vein-21;JK_21_G_Vein-22;MP111_4-15;JK_21_G_Vein-23;JK_21_G_Vein-24;HFO-16;JK_21_G_Vein-25;JK_21_G_Vein-26;JK_21_G_Vein-27;JK_21_G_Vein-28;JK_21_G_Vein-29;JK_21_G_Vein-30;JK_21_G_Vein-31;JK_21_G_Vein-32;MP111_4-16;JK_21_G_Vein-33;HFO-17;JK_21_G_Vein-34;JK_21_G_Vein-35;JK_21_G_Vein-36;JK_21_G_Vein-37;HFO-25;HFO-26;HFO-27;RAK-10;91500-17;MP111_4-17;HFO-18;91500-18;NIST 610-10;JK_21_G_Vein-38;JK_21_G_Vein-39;JK_21_G_Vein-40;JK_21_G_Vein-41;JK_21_G_Vein-42;JK_21_G_Vein-43;JK_21_G_Vein-44;JK_21_G_Vein-45;RAK-5;MP111_4-18;JK_25_G-1;JK_25_G-2;JK_25_G-3;JK_25_G-4;JK_25_G-5;JK_25_G-6;JK_25_G-7;JK_25_G-8;JK_25_G-9;MP111_4-1;91500-11;JK_25_G-10;MP111_4-19;JK_25_G-11;HFO-28;HFO-29;HFO-30;RAK-11;91500-19;91500-20;NIST 610-11;91500-12;JK_25_G-12;JK_25_G-13;MP111_4-20;JK_25_G-14;JK_25_G-15;JK_25_G-16;JK_25_G-17;JK_25_G-18;JK_25_G-19;JK_25_G-20;NIST 610-2;JK_25_G-21;JK_25_G-22;JK_25_G-23;HFO-11;HFO-1;JK_25_G-24;JK_25_G-25;JK_25_G-26;JK_25_G-27;JK_25_G-28;MP111_1-35;JK_25_G-29;JK_25_G-30;JK_25_G-31;HFO-52;HFO-53;HFO-2;HFO-54;RAK-12;91500-35;91500-36;MP111_4-3;NIST 610-19;JK_25_G-32;JK_25_G-33;JK_25_G-34;JK_25_G-35;JK_25_G-36;HFO-3;JK_25_G-37;JK_25_G-38;JK_25_G-39;MP111_1-36;JK_25_G-40;JK_25_G-41;JK_25_G-42;JK_25_G-43;JK_25_G-44;JK_25_G-45;JK_25_G-46;RAK-2;Fe-Grab-1;Fe-Grab-2;MP111_1-37;Fe-Grab-3;Fe-Grab-4;HFO-34;HFO-35;HFO-36;RAK-13;91500-23;91500-24;91500-1;NIST 610-13;MP111_1-38;Fe-Grab-5;Fe-Grab-6;Fe-Grab-7;RAK-14;Fe-Grab-8;Fe-Grab-9;Fe-Grab-10;Fe-Grab-11;Fe-Grab-12;91500-2;MP111_1-39;Fe-Grab-13;Fe-Grab-14;Fe-Grab-15;Fe-Grab-16;Fe-Grab-17;Fe-Grab-18;Fe-Grab-19;Fe-Grab-20;Fe-Grab-21;Fe-Grab-22;MP111_1-40;NIST 610-1;Fe-Grab-23;Fe-Grab-24;Fe-Grab-25;HFO-37;HFO-38;HFO-39;RAK-15;91500-25;91500-26;MP111_1-24;MP111_1-41;NIST 610-14;MP111_4-21;Fe-Grab-26;Fe-Grab-27;Fe-Grab-28;Fe-Grab-29;Fe-Grab-30;Fe-Grab-31;Fe-Grab-32;Fe-Grab-33;MP111_1-42;Fe-Grab-34;Fe-Grab-35;MP111_4-22;Fe-Grab-36;Fe-Grab-37;Fe-Grab-38;Fe-Grab-39;Fe-Grab-40;Fe-Grab-41;Fe-Grab-42;MP111_1-43;Fe-Grab-43;Fe-Grab-44;Fe-Grab-45;MP111_4-23;HFO-40;HFO-41;HFO-42;RAK-16;91500-27;91500-28;MP111_1-44;NIST 610-15;Fe-Grab-46;Fe-Grab-47;GQ2_1-1;HFO-12;MP111_4-24;GQ2_1-2;GQ2_1-3;GQ2_1-4;GQ2_1-5;MP111_1-45;GQ2_1-6;GQ2_1-7;GQ2_1-8;GQ2_1-9;GQ2_1-10;GQ2_1-11;MP111_4-25;GQ2_1-12;GQ2_1-13;GQ2_1-14;MP111_4-4;GQ2_1-15;GQ2_1-16;GQ2_1-17;HFO-43;HFO-44;HFO-45;RAK-17;MP111_4-26;91500-29;91500-30;JK_21_G_Band-1;NIST 610-16;GQ2_1-18;GQ2_1-19;GQ2_1-20;GQ2_1-21;GQ2_1-22;GQ2_1-23;GQ2_1-24;MP111_4-27;GQ2_1-25;JK_21_G_Band-2;GQ2_1-26;GQ2_1-27;GQ2_1-28;GQ2_1-29;GQ2_1-30;GQ2_1-31;GQ2_1-32;GQ2_1-33;GQ2_1-34;MP111_4-28;JK_21_G_Band-3;GQ2_1-35;GQ2_1-36;HFO-46;HFO-47;HFO-48;RAK-18;91500-31;91500-32;NIST 610-17;GQ2_1-37;JK_21_G_Band-4;MP111_4-29;GQ2_1-38;GQ2_1-39;GQ2_1-40;GQ2_1-41;GQ2_1-42;GQ2_1-43;GQ2_1-44;GQ2_1-45;GQ2_1-46;MP111_1-25;JK_21_G_Band-5;GQ2_1-47;MP111_4-30;GQ2_1-48;GQ2_1-49;GQ2_1-50;GQ2_1-51;GQ2_1-52;GQ2_1-53;HFO-49;HFO-50;JK_21_G_Band-6;HFO-51;RAK-19;MP111_4-31;91500-33;91500-34;NIST 610-18;MP111_4-32;MP111_4-33;RAK-1;MP111_4-34;JK_21_G_Band-7;MP111_4-35;MP111_4-36;MP111_4-37;MP111_4-38;MP111_4-39;MP111_4-40;HFO-4;HFO-5;HFO-6;91500-7;JK_21_G_Band-8;91500-3;91500-4;RAK-3;NIST 610-4;MP111_4-41;MP111_4-42;MP111_4-43;MP111_4-44;MP111_4-46;MP111_1-46;JK_21_G_Band-9;91500-8;MP111_1-1;MP111_1-2;MP111_1-3;MP111_1-4;MP111_1-5;MP111_1-6;MP111_1-7;MP111_1-8;MP111_1-9;HFO-13;MP111_1-10;91500-52;MP111_1-11;MP111_1-12;MP111_1-13;MP111_1-14;HFO-7;HFO-8;HFO-9;RAK-4;MP111_4-5;91500-5;91500-6;NIST 610-5;NIST 610-3;MP111_1-15;MP111_1-16;MP111_1-17;MP111_1-18;MP111_1-19;MP111_1-20;HFO-14;MP111_1-21;MP111_1-22;MP111_1-23;HFO-15;RAK-6;MP111_1-26;91500-9;91500-10;NIST 610-6;JK_21_G_Band-10;JK_21_G_Band-11;JK_21_G_Band-12;JK_21_G_Band-13;MP111_4-6;JK_21_G_Band-14;JK_21_G_Band-15;MP111_1-27;JK_21_G_Band-16;JK_21_G_Band-17;JK_21_G_Band-18;JK_21_G_Band-19;JK_21_G_Band-20;JK_21_G_Band-21;JK_21_G_Band-22;JK_21_G_Band-23;MP111_4-7;JK_21_G_Band-24;MP111_1-28;JK_21_G_Band-25;JK_21_G_Band-26;JK_21_G_Band-27;JK_21_G_Band-28;JK_21_G_Band-29;JK_21_G_Band-30;JK_21_G_Band-31;JK_21_G_Band-32;JK_21_G_Band-33;MP111_4-8;MP111_1-29;JK_21_G_Band-34;JK_21_G_Band-35;JK_21_G_Band-36;JK_21_G_Band-37;JK_21_G_Band-38;JK_21_G_Band-39;HFO-31;HFO-32;HFO-33;RAK-7;MP111_1-30;MP111_4-9;91500-21;91500-22;NIST 610-12;JK_21_G_Band-40;JK_21_G_Band-41;JK_21_G_Band-42;JK_21_G_Band-43;JK_21_G_Band-44;JK_21_G_Band-45,-93.7444,60;40;30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRS Settings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trace Elements Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full-Quant,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IndexChannel,Fe57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MaskChannel,Fe57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MaskCutoff,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MaskMethod,Laser log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MaskResults,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MaskTrim,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preserve,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UseRatios,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exceptions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U-Pb Geochronology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238U/235U,137.818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeamSecondsMaximum,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeamSecondsMethod,Laser log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeamSecondsSensitivity,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeamSecondsTrim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DefaultFitType,Exponential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FitEndCrop,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FitStartCrop,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IndexChannel,U238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MaskChannel,U238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MaskCutoff,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MaskMethod,Laser log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MaskResults,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MaskTrim,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb206_U238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb207_U235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb208_Th232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReferenceMaterial,HFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UIsotopeCutoff,2.00E+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UIsotopeMode,U238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l232,4.95E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l235,9.85E-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l238,1.55E-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference Material Values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A_MAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matrix,Apatite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Description,Madagascar Apatite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Source,Thomson et al.,2012, G3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File Path,/Users/anthonyfuentes/Documents/iolite/Reference materials/A_MAD.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Age,Ma,473.46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206Pb/238U,ratio,0.0762416,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207Pb/235U,ratio,0.601257,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208Pb/232Th,ratio,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207Pb/206Pb,ratio,0.0571961,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c207Pb/206Pb,ratio,0.8681,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206Pb/208Pb,ratio,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206Pb/204Pb,ratio,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207Pb/204Pb,ratio,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208Pb/204Pb,ratio,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb,ppm,51.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Th,ppm,798,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U,ppm,22.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176Hf/177Hf,ratio,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87Sr/86Sr,ratio,0.7118,3.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87Rb/86Sr,ratio,0.0001,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A_McClure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matrix,Apatite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Description,McClure Mountain Apatite Apatite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Source,Schoene and Bowring, CMP,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File Path,/Users/anthonyfuentes/Documents/iolite/Reference materials/A_McClure.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Age,Ma,523.51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206Pb/238U,ratio,0.0845981,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207Pb/235U,ratio,0.674607,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
